Year of Date,Color EU,country code (Country GHG viewer),Name (extra),Unit,Measure calc,Gas,Sector Name
2014,Member States,NL,Netherlands,t CO2 equivalent,42211.232948448,All greenhouse gases - (CO2 equivalent),1.D.1.b - International Navigation
2015,Member States,NL,Netherlands,t CO2 equivalent,41268.295703360,All greenhouse gases - (CO2 equivalent),1.D.1.b - International Navigation
2016,Member States,NL,Netherlands,t CO2 equivalent,38377.647578750,All greenhouse gases - (CO2 equivalent),1.D.1.b - International Navigation
2017,Member States,NL,Netherlands,t CO2 equivalent,37653.081277638,All greenhouse gases - (CO2 equivalent),1.D.1.b - International Navigation
2018,Member States,NL,Netherlands,t CO2 equivalent,36171.092058148,All greenhouse gases - (CO2 equivalent),1.D.1.b - International Navigation
2019,Member States,NL,Netherlands,t CO2 equivalent,36801.692505110,All greenhouse gases - (CO2 equivalent),1.D.1.b - International Navigation
2020,Member States,NL,Netherlands,t CO2 equivalent,37559.339161618,All greenhouse gases - (CO2 equivalent),1.D.1.b - International Navigation
2021,Member States,NL,Netherlands,t CO2 equivalent,36125.036080177,All greenhouse gases - (CO2 equivalent),1.D.1.b - International Navigation
1990,Member States,MT,Malta,t CO2 equivalent,964.420271607,All greenhouse gases - (CO2 equivalent),1.D.1.b - International Navigation
1991,Member States,MT,Malta,t CO2 equivalent,971.493245895,All greenhouse gases - (CO2 equivalent),1.D.1.b - International Navigation
1992,Member States,MT,Malta,t CO2 equivalent,1217.064788308,All greenhouse gases - (CO2 equivalent),1.D.1.b - International Navigation
1993,Member States,MT,Malta,t CO2 equivalent,1480.484632752,All greenhouse gases - (CO2 equivalent),1.D.1.b - International Navigation
1994,Member States,MT,Malta,t CO2 equivalent,1518.774869845,All greenhouse gases - (CO2 equivalent),1.D.1.b - International Navigation
1995,Member States,MT,Malta,t CO2 equivalent,1542.722302169,All greenhouse gases - (CO2 equivalent),1.D.1.b - International Navigation
1996,Member States,MT,Malta,t CO2 equivalent,1586.460010857,All greenhouse gases - (CO2 equivalent),1.D.1.b - International Navigation
1997,Member States,MT,Malta,t CO2 equivalent,1748.987074852,All greenhouse gases - (CO2 equivalent),1.D.1.b - International Navigation
1998,Member States,MT,Malta,t CO2 equivalent,1872.207740427,All greenhouse gases - (CO2 equivalent),1.D.1.b - International Navigation
1999,Member States,MT,Malta,t CO2 equivalent,2047.978248305,All greenhouse gases - (CO2 equivalent),1.D.1.b - International Navigation
2000,Member States,MT,Malta,t CO2 equivalent,2263.390373481,All greenhouse gases - (CO2 equivalent),1.D.1.b - International Navigation
2001,Member States,MT,Malta,t CO2 equivalent,2344.245811663,All greenhouse gases - (CO2 equivalent),1.D.1.b - International Navigation
2002,Member States,MT,Malta,t CO2 equivalent,2798.668634102,All greenhouse gases - (CO2 equivalent),1.D.1.b - International Navigation
2003,Member States,MT,Malta,t CO2 equivalent,2975.727946830,All greenhouse gases - (CO2 equivalent),1.D.1.b - International Navigation
2004,Member States,MT,Malta,t CO2 equivalent,3183.092463111,All greenhouse gases - (CO2 equivalent),1.D.1.b - International Navigation
2005,Member States,MT,Malta,t CO2 equivalent,2132.651588042,All greenhouse gases - (CO2 equivalent),1.D.1.b - International Navigation
2006,Member States,MT,Malta,t CO2 equivalent,2435.705930118,All greenhouse gases - (CO2 equivalent),1.D.1.b - International Navigation
2007,Member States,MT,Malta,t CO2 equivalent,2729.181927193,All greenhouse gases - (CO2 equivalent),1.D.1.b - International Navigation
2008,Member States,MT,Malta,t CO2 equivalent,2952.185790655,All greenhouse gases - (CO2 equivalent),1.D.1.b - International Navigation
2009,Member States,MT,Malta,t CO2 equivalent,3126.833103716,All greenhouse gases - (CO2 equivalent),1.D.1.b - International Navigation
2010,Member States,MT,Malta,t CO2 equivalent,4704.893956678,All greenhouse gases - (CO2 equivalent),1.D.1.b - International Navigation
2011,Member States,MT,Malta,t CO2 equivalent,4333.083766451,All greenhouse gases - (CO2 equivalent),1.D.1.b - International Navigation
2012,Member States,MT,Malta,t CO2 equivalent,3845.486656748,All greenhouse gases - (CO2 equivalent),1.D.1.b - International Navigation
2013,Member States,MT,Malta,t CO2 equivalent,3858.171321558,All greenhouse gases - (CO2 equivalent),1.D.1.b - International Navigation
2014,Member States,MT,Malta,t CO2 equivalent,3975.628195451,All greenhouse gases - (CO2 equivalent),1.D.1.b - International Navigation
2015,Member States,MT,Malta,t CO2 equivalent,4989.640823676,All greenhouse gases - (CO2 equivalent),1.D.1.b - International Navigation
2016,Member States,MT,Malta,t CO2 equivalent,5693.051395648,All greenhouse gases - (CO2 equivalent),1.D.1.b - International Navigation
2017,Member States,MT,Malta,t CO2 equivalent,6935.945910612,All greenhouse gases - (CO2 equivalent),1.D.1.b - International Navigation
2018,Member States,MT,Malta,t CO2 equivalent,7168.466390236,All greenhouse gases - (CO2 equivalent),1.D.1.b - International Navigation
2019,Member States,MT,Malta,t CO2 equivalent,7346.509987279,All greenhouse gases - (CO2 equivalent),1.D.1.b - International Navigation
2020,Member States,MT,Malta,t CO2 equivalent,7093.682251137,All greenhouse gases - (CO2 equivalent),1.D.1.b - International Navigation
2021,Member States,MT,Malta,t CO2 equivalent,6289.729894166,All greenhouse gases - (CO2 equivalent),1.D.1.b - International Navigation
1990,Member States,LV,Latvia,t CO2 equivalent,1565.78450784,All greenhouse gases - (CO2 equivalent),1.D.1.b - International Navigation
1991,Member States,LV,Latvia,t CO2 equivalent,463.06020572,All greenhouse gases - (CO2 equivalent),1.D.1.b - International Navigation
1992,Member States,LV,Latvia,t CO2 equivalent,585.2800842,All greenhouse gases - (CO2 equivalent),1.D.1.b - International Navigation
1993,Member States,LV,Latvia,t CO2 equivalent,696.16098804,All greenhouse gases - (CO2 equivalent),1.D.1.b - International Navigation
1994,Member States,LV,Latvia,t CO2 equivalent,924.6111196,All greenhouse gases - (CO2 equivalent),1.D.1.b - International Navigation
1995,Member States,LV,Latvia,t CO2 equivalent,494.03026288,All greenhouse gases - (CO2 equivalent),1.D.1.b - International Navigation
1996,Member States,LV,Latvia,t CO2 equivalent,321.47343536,All greenhouse gases - (CO2 equivalent),1.D.1.b - International Navigation
1997,Member States,LV,Latvia,t CO2 equivalent,235.1950216,All greenhouse gases - (CO2 equivalent),1.D.1.b - International Navigation
1998,Member States,LV,Latvia,t CO2 equivalent,52.08214844,All greenhouse gases - (CO2 equivalent),1.D.1.b - International Navigation
1999,Member States,LV,Latvia,t CO2 equivalent,35.1868188,All greenhouse gases - (CO2 equivalent),1.D.1.b - International Navigation
2000,Member States,LV,Latvia,t CO2 equivalent,28.14945504,All greenhouse gases - (CO2 equivalent),1.D.1.b - International Navigation
2001,Member States,LV,Latvia,t CO2 equivalent,659.323462,All greenhouse gases - (CO2 equivalent),1.D.1.b - International Navigation
2002,Member States,LV,Latvia,t CO2 equivalent,688.9539258,All greenhouse gases - (CO2 equivalent),1.D.1.b - International Navigation
2003,Member States,LV,Latvia,t CO2 equivalent,627.71189124,All greenhouse gases - (CO2 equivalent),1.D.1.b - International Navigation
2004,Member States,LV,Latvia,t CO2 equivalent,675.954601,All greenhouse gases - (CO2 equivalent),1.D.1.b - International Navigation
2005,Member States,LV,Latvia,t CO2 equivalent,868.1990772,All greenhouse gases - (CO2 equivalent),1.D.1.b - International Navigation
2006,Member States,LV,Latvia,t CO2 equivalent,656.6159922,All greenhouse gases - (CO2 equivalent),1.D.1.b - International Navigation
2007,Member States,LV,Latvia,t CO2 equivalent,594.29855492,All greenhouse gases - (CO2 equivalent),1.D.1.b - International Navigation
2008,Member States,LV,Latvia,t CO2 equivalent,681.3316146,All greenhouse gases - (CO2 equivalent),1.D.1.b - International Navigation
2009,Member States,LV,Latvia,t CO2 equivalent,905.62155068,All greenhouse gases - (CO2 equivalent),1.D.1.b - International Navigation
2010,Member States,LV,Latvia,t CO2 equivalent,835.512224,All greenhouse gases - (CO2 equivalent),1.D.1.b - International Navigation
2011,Member States,LV,Latvia,t CO2 equivalent,716.727844,All greenhouse gases - (CO2 equivalent),1.D.1.b - International Navigation
2012,Member States,LV,Latvia,t CO2 equivalent,803.774144,All greenhouse gases - (CO2 equivalent),1.D.1.b - International Navigation
2013,Member States,LV,Latvia,t CO2 equivalent,780.482236,All greenhouse gases - (CO2 equivalent),1.D.1.b - International Navigation
2014,Member States,LV,Latvia,t CO2 equivalent,772.119384,All greenhouse gases - (CO2 equivalent),1.D.1.b - International Navigation
2015,Member States,LV,Latvia,t CO2 equivalent,857.476312,All greenhouse gases - (CO2 equivalent),1.D.1.b - International Navigation
2016,Member States,LV,Latvia,t CO2 equivalent,1063.760332,All greenhouse gases - (CO2 equivalent),1.D.1.b - International Navigation
2017,Member States,LV,Latvia,t CO2 equivalent,877.976668,All greenhouse gases - (CO2 equivalent),1.D.1.b - International Navigation
2018,Member States,LV,Latvia,t CO2 equivalent,132.406212,All greenhouse gases - (CO2 equivalent),1.D.1.b - International Navigation
2019,Member States,LV,Latvia,t CO2 equivalent,1006.257566,All greenhouse gases - (CO2 equivalent),1.D.1.b - International Navigation
2020,Member States,LV,Latvia,t CO2 equivalent,717.290252,All greenhouse gases - (CO2 equivalent),1.D.1.b - International Navigation
2021,Member States,LV,Latvia,t CO2 equivalent,741.652834,All greenhouse gases - (CO2 equivalent),1.D.1.b - International Navigation
1990,Member States,LU,Luxembourg,t CO2 equivalent,0.081010915,All greenhouse gases - (CO2 equivalent),1.D.1.b - International Navigation
1991,Member States,LU,Luxembourg,t CO2 equivalent,0.085419210,All greenhouse gases - (CO2 equivalent),1.D.1.b - International Navigation
1992,Member States,LU,Luxembourg,t CO2 equivalent,0.081753165,All greenhouse gases - (CO2 equivalent),1.D.1.b - International Navigation
1993,Member States,LU,Luxembourg,t CO2 equivalent,0.114461223,All greenhouse gases - (CO2 equivalent),1.D.1.b - International Navigation
1994,Member States,LU,Luxembourg,t CO2 equivalent,0.101395323,All greenhouse gases - (CO2 equivalent),1.D.1.b - International Navigation
1995,Member States,LU,Luxembourg,t CO2 equivalent,0.102293866,All greenhouse gases - (CO2 equivalent),1.D.1.b - International Navigation
1996,Member States,LU,Luxembourg,t CO2 equivalent,0.096663633,All greenhouse gases - (CO2 equivalent),1.D.1.b - International Navigation
1997,Member States,LU,Luxembourg,t CO2 equivalent,0.101487692,All greenhouse gases - (CO2 equivalent),1.D.1.b - International Navigation
1998,Member States,LU,Luxembourg,t CO2 equivalent,0.095740203,All greenhouse gases - (CO2 equivalent),1.D.1.b - International Navigation
1999,Member States,LU,Luxembourg,t CO2 equivalent,0.108304831,All greenhouse gases - (CO2 equivalent),1.D.1.b - International Navigation
2000,Member States,LU,Luxembourg,t CO2 equivalent,0.116373435,All greenhouse gases - (CO2 equivalent),1.D.1.b - International Navigation
2001,Member States,LU,Luxembourg,t CO2 equivalent,0.116644316,All greenhouse gases - (CO2 equivalent),1.D.1.b - International Navigation
2002,Member States,LU,Luxembourg,t CO2 equivalent,0.120376480,All greenhouse gases - (CO2 equivalent),1.D.1.b - International Navigation
2003,Member States,LU,Luxembourg,t CO2 equivalent,0.122498454,All greenhouse gases - (CO2 equivalent),1.D.1.b - International Navigation
2004,Member States,LU,Luxembourg,t CO2 equivalent,0.120801077,All greenhouse gases - (CO2 equivalent),1.D.1.b - International Navigation
2005,Member States,LU,Luxembourg,t CO2 equivalent,0.153726680,All greenhouse gases - (CO2 equivalent),1.D.1.b - International Navigation
2006,Member States,LU,Luxembourg,t CO2 equivalent,0.156601201,All greenhouse gases - (CO2 equivalent),1.D.1.b - International Navigation
2007,Member States,LU,Luxembourg,t CO2 equivalent,0.131291523,All greenhouse gases - (CO2 equivalent),1.D.1.b - International Navigation
2008,Member States,LU,Luxembourg,t CO2 equivalent,0.144336459,All greenhouse gases - (CO2 equivalent),1.D.1.b - International Navigation
2009,Member States,LU,Luxembourg,t CO2 equivalent,0.110043017,All greenhouse gases - (CO2 equivalent),1.D.1.b - International Navigation
2010,Member States,LU,Luxembourg,t CO2 equivalent,0.112784900,All greenhouse gases - (CO2 equivalent),1.D.1.b - International Navigation
2011,Member States,LU,Luxembourg,t CO2 equivalent,0.097181026,All greenhouse gases - (CO2 equivalent),1.D.1.b - International Navigation
2012,Member States,LU,Luxembourg,t CO2 equivalent,0.072601005,All greenhouse gases - (CO2 equivalent),1.D.1.b - International Navigation
2013,Member States,LU,Luxembourg,t CO2 equivalent,0.061947761,All greenhouse gases - (CO2 equivalent),1.D.1.b - International Navigation
2014,Member States,LU,Luxembourg,t CO2 equivalent,0.067417249,All greenhouse gases - (CO2 equivalent),1.D.1.b - International Navigation
2015,Member States,LU,Luxembourg,t CO2 equivalent,0.064679604,All greenhouse gases - (CO2 equivalent),1.D.1.b - International Navigation
2016,Member States,LU,Luxembourg,t CO2 equivalent,0.068362136,All greenhouse gases - (CO2 equivalent),1.D.1.b - International Navigation
2017,Member States,LU,Luxembourg,t CO2 equivalent,0.077506056,All greenhouse gases - (CO2 equivalent),1.D.1.b - International Navigation
2018,Member States,LU,Luxembourg,t CO2 equivalent,0.070121565,All greenhouse gases - (CO2 equivalent),1.D.1.b - International Navigation
2019,Member States,LU,Luxembourg,t CO2 equivalent,0.060875204,All greenhouse gases - (CO2 equivalent),1.D.1.b - International Navigation
2020,Member States,LU,Luxembourg,t CO2 equivalent,0.013200567,All greenhouse gases - (CO2 equivalent),1.D.1.b - International Navigation
2021,Member States,LU,Luxembourg,t CO2 equivalent,0.013514727,All greenhouse gases - (CO2 equivalent),1.D.1.b - International Navigation
1990,Member States,LT,Lithuania,t CO2 equivalent,305.001444,All greenhouse gases - (CO2 equivalent),1.D.1.b - International Navigation
1991,Member States,LT,Lithuania,t CO2 equivalent,503.009572,All greenhouse gases - (CO2 equivalent),1.D.1.b - International Navigation
1992,Member States,LT,Lithuania,t CO2 equivalent,933.724246,All greenhouse gases - (CO2 equivalent),1.D.1.b - International Navigation
1993,Member States,LT,Lithuania,t CO2 equivalent,515.620058,All greenhouse gases - (CO2 equivalent),1.D.1.b - International Navigation
1994,Member States,LT,Lithuania,t CO2 equivalent,487.344372,All greenhouse gases - (CO2 equivalent),1.D.1.b - International Navigation
1995,Member States,LT,Lithuania,t CO2 equivalent,452.72428,All greenhouse gases - (CO2 equivalent),1.D.1.b - International Navigation
1996,Member States,LT,Lithuania,t CO2 equivalent,421.315554,All greenhouse gases - (CO2 equivalent),1.D.1.b - International Navigation
1997,Member States,LT,Lithuania,t CO2 equivalent,194.102826,All greenhouse gases - (CO2 equivalent),1.D.1.b - International Navigation
1998,Member States,LT,Lithuania,t CO2 equivalent,159.610794,All greenhouse gases - (CO2 equivalent),1.D.1.b - International Navigation
1999,Member States,LT,Lithuania,t CO2 equivalent,231.661994,All greenhouse gases - (CO2 equivalent),1.D.1.b - International Navigation
2000,Member States,LT,Lithuania,t CO2 equivalent,295.395108,All greenhouse gases - (CO2 equivalent),1.D.1.b - International Navigation
2001,Member States,LT,Lithuania,t CO2 equivalent,317.865772,All greenhouse gases - (CO2 equivalent),1.D.1.b - International Navigation
2002,Member States,LT,Lithuania,t CO2 equivalent,352.236234,All greenhouse gases - (CO2 equivalent),1.D.1.b - International Navigation
2003,Member States,LT,Lithuania,t CO2 equivalent,351.459772,All greenhouse gases - (CO2 equivalent),1.D.1.b - International Navigation
2004,Member States,LT,Lithuania,t CO2 equivalent,363.459702,All greenhouse gases - (CO2 equivalent),1.D.1.b - International Navigation
2005,Member States,LT,Lithuania,t CO2 equivalent,461.081458,All greenhouse gases - (CO2 equivalent),1.D.1.b - International Navigation
2006,Member States,LT,Lithuania,t CO2 equivalent,441.969736,All greenhouse gases - (CO2 equivalent),1.D.1.b - International Navigation
2007,Member States,LT,Lithuania,t CO2 equivalent,384.337674,All greenhouse gases - (CO2 equivalent),1.D.1.b - International Navigation
2008,Member States,LT,Lithuania,t CO2 equivalent,288.623302,All greenhouse gases - (CO2 equivalent),1.D.1.b - International Navigation
2009,Member States,LT,Lithuania,t CO2 equivalent,410.68888,All greenhouse gases - (CO2 equivalent),1.D.1.b - International Navigation
2010,Member States,LT,Lithuania,t CO2 equivalent,449.241846,All greenhouse gases - (CO2 equivalent),1.D.1.b - International Navigation
2011,Member States,LT,Lithuania,t CO2 equivalent,456.708288,All greenhouse gases - (CO2 equivalent),1.D.1.b - International Navigation
2012,Member States,LT,Lithuania,t CO2 equivalent,388.096456,All greenhouse gases - (CO2 equivalent),1.D.1.b - International Navigation
2013,Member States,LT,Lithuania,t CO2 equivalent,281.292406,All greenhouse gases - (CO2 equivalent),1.D.1.b - International Navigation
2014,Member States,LT,Lithuania,t CO2 equivalent,35.727132,All greenhouse gases - (CO2 equivalent),1.D.1.b - International Navigation
2015,Member States,LT,Lithuania,t CO2 equivalent,243.032236,All greenhouse gases - (CO2 equivalent),1.D.1.b - International Navigation
2016,Member States,LT,Lithuania,t CO2 equivalent,517.262632,All greenhouse gases - (CO2 equivalent),1.D.1.b - International Navigation
2017,Member States,LT,Lithuania,t CO2 equivalent,559.521118,All greenhouse gases - (CO2 equivalent),1.D.1.b - International Navigation
2018,Member States,LT,Lithuania,t CO2 equivalent,642.230294,All greenhouse gases - (CO2 equivalent),1.D.1.b - International Navigation
2019,Member States,LT,Lithuania,t CO2 equivalent,621.987,All greenhouse gases - (CO2 equivalent),1.D.1.b - International Navigation
2020,Member States,LT,Lithuania,t CO2 equivalent,586.885544,All greenhouse gases - (CO2 equivalent),1.D.1.b - International Navigation
2021,Member States,LT,Lithuania,t CO2 equivalent,598.899636,All greenhouse gases - (CO2 equivalent),1.D.1.b - International Navigation
1990,Member States,IT,Italy,t CO2 equivalent,4319.461634788,All greenhouse gases - (CO2 equivalent),1.D.1.b - International Navigation
1991,Member States,IT,Italy,t CO2 equivalent,3493.861785685,All greenhouse gases - (CO2 equivalent),1.D.1.b - International Navigation
1992,Member States,IT,Italy,t CO2 equivalent,3350.978463655,All greenhouse gases - (CO2 equivalent),1.D.1.b - International Navigation
1993,Member States,IT,Italy,t CO2 equivalent,3601.407845354,All greenhouse gases - (CO2 equivalent),1.D.1.b - International Navigation
1994,Member States,IT,Italy,t CO2 equivalent,3551.003121857,All greenhouse gases - (CO2 equivalent),1.D.1.b - International Navigation
1995,Member States,IT,Italy,t CO2 equivalent,3976.855716230,All greenhouse gases - (CO2 equivalent),1.D.1.b - International Navigation
1996,Member States,IT,Italy,t CO2 equivalent,2890.728089190,All greenhouse gases - (CO2 equivalent),1.D.1.b - International Navigation
1997,Member States,IT,Italy,t CO2 equivalent,2986.118236801,All greenhouse gases - (CO2 equivalent),1.D.1.b - International Navigation
1998,Member States,IT,Italy,t CO2 equivalent,3554.714956982,All greenhouse gases - (CO2 equivalent),1.D.1.b - International Navigation
1999,Member States,IT,Italy,t CO2 equivalent,2984.983324788,All greenhouse gases - (CO2 equivalent),1.D.1.b - International Navigation
2000,Member States,IT,Italy,t CO2 equivalent,3889.969457316,All greenhouse gases - (CO2 equivalent),1.D.1.b - International Navigation
2001,Member States,IT,Italy,t CO2 equivalent,4563.361375949,All greenhouse gases - (CO2 equivalent),1.D.1.b - International Navigation
2002,Member States,IT,Italy,t CO2 equivalent,5286.411627182,All greenhouse gases - (CO2 equivalent),1.D.1.b - International Navigation
2003,Member States,IT,Italy,t CO2 equivalent,6209.456409554,All greenhouse gases - (CO2 equivalent),1.D.1.b - International Navigation
2004,Member States,IT,Italy,t CO2 equivalent,6613.875931235,All greenhouse gases - (CO2 equivalent),1.D.1.b - International Navigation
2005,Member States,IT,Italy,t CO2 equivalent,6715.489916833,All greenhouse gases - (CO2 equivalent),1.D.1.b - International Navigation
2006,Member States,IT,Italy,t CO2 equivalent,7243.529889487,All greenhouse gases - (CO2 equivalent),1.D.1.b - International Navigation
2007,Member States,IT,Italy,t CO2 equivalent,7611.666698804,All greenhouse gases - (CO2 equivalent),1.D.1.b - International Navigation
2008,Member States,IT,Italy,t CO2 equivalent,8177.381283272,All greenhouse gases - (CO2 equivalent),1.D.1.b - International Navigation
2009,Member States,IT,Italy,t CO2 equivalent,6968.259337112,All greenhouse gases - (CO2 equivalent),1.D.1.b - International Navigation
2010,Member States,IT,Italy,t CO2 equivalent,8210.304550560,All greenhouse gases - (CO2 equivalent),1.D.1.b - International Navigation
2011,Member States,IT,Italy,t CO2 equivalent,6664.907881666,All greenhouse gases - (CO2 equivalent),1.D.1.b - International Navigation
2012,Member States,IT,Italy,t CO2 equivalent,6824.791005899,All greenhouse gases - (CO2 equivalent),1.D.1.b - International Navigation
2013,Member States,IT,Italy,t CO2 equivalent,6033.991682165,All greenhouse gases - (CO2 equivalent),1.D.1.b - International Navigation
2014,Member States,IT,Italy,t CO2 equivalent,5090.654295365,All greenhouse gases - (CO2 equivalent),1.D.1.b - International Navigation
2015,Member States,IT,Italy,t CO2 equivalent,5010.446321066,All greenhouse gases - (CO2 equivalent),1.D.1.b - International Navigation
2016,Member States,IT,Italy,t CO2 equivalent,5841.851842118,All greenhouse gases - (CO2 equivalent),1.D.1.b - International Navigation
2017,Member States,IT,Italy,t CO2 equivalent,5968.084481349,All greenhouse gases - (CO2 equivalent),1.D.1.b - International Navigation
2018,Member States,IT,Italy,t CO2 equivalent,6198.490420088,All greenhouse gases - (CO2 equivalent),1.D.1.b - International Navigation
2019,Member States,IT,Italy,t CO2 equivalent,5454.031486962,All greenhouse gases - (CO2 equivalent),1.D.1.b - International Navigation
2020,Member States,IT,Italy,t CO2 equivalent,4232.922438734,All greenhouse gases - (CO2 equivalent),1.D.1.b - International Navigation
2021,Member States,IT,Italy,t CO2 equivalent,5685.984618594,All greenhouse gases - (CO2 equivalent),1.D.1.b - International Navigation
1990,Member States,IE,Ireland,t CO2 equivalent,57.328151981,All greenhouse gases - (CO2 equivalent),1.D.1.b - International Navigation
1991,Member States,IE,Ireland,t CO2 equivalent,108.076110666,All greenhouse gases - (CO2 equivalent),1.D.1.b - International Navigation
1992,Member States,IE,Ireland,t CO2 equivalent,53.995975606,All greenhouse gases - (CO2 equivalent),1.D.1.b - International Navigation
1993,Member States,IE,Ireland,t CO2 equivalent,172.279014030,All greenhouse gases - (CO2 equivalent),1.D.1.b - International Navigation
1994,Member States,IE,Ireland,t CO2 equivalent,124.189956097,All greenhouse gases - (CO2 equivalent),1.D.1.b - International Navigation
1995,Member States,IE,Ireland,t CO2 equivalent,372.990665554,All greenhouse gases - (CO2 equivalent),1.D.1.b - International Navigation
1996,Member States,IE,Ireland,t CO2 equivalent,504.097452760,All greenhouse gases - (CO2 equivalent),1.D.1.b - International Navigation
1997,Member States,IE,Ireland,t CO2 equivalent,482.034609929,All greenhouse gases - (CO2 equivalent),1.D.1.b - International Navigation
1998,Member States,IE,Ireland,t CO2 equivalent,504.434090571,All greenhouse gases - (CO2 equivalent),1.D.1.b - International Navigation
1999,Member States,IE,Ireland,t CO2 equivalent,549.317211309,All greenhouse gases - (CO2 equivalent),1.D.1.b - International Navigation
2000,Member States,IE,Ireland,t CO2 equivalent,482.539566647,All greenhouse gases - (CO2 equivalent),1.D.1.b - International Navigation
2001,Member States,IE,Ireland,t CO2 equivalent,514.641018329,All greenhouse gases - (CO2 equivalent),1.D.1.b - International Navigation
2002,Member States,IE,Ireland,t CO2 equivalent,459.466810381,All greenhouse gases - (CO2 equivalent),1.D.1.b - International Navigation
2003,Member States,IE,Ireland,t CO2 equivalent,545.522157943,All greenhouse gases - (CO2 equivalent),1.D.1.b - International Navigation
2004,Member States,IE,Ireland,t CO2 equivalent,478.828672734,All greenhouse gases - (CO2 equivalent),1.D.1.b - International Navigation
2005,Member States,IE,Ireland,t CO2 equivalent,333.492207582,All greenhouse gases - (CO2 equivalent),1.D.1.b - International Navigation
2006,Member States,IE,Ireland,t CO2 equivalent,408.273625167,All greenhouse gases - (CO2 equivalent),1.D.1.b - International Navigation
2007,Member States,IE,Ireland,t CO2 equivalent,360.426590731,All greenhouse gases - (CO2 equivalent),1.D.1.b - International Navigation
2008,Member States,IE,Ireland,t CO2 equivalent,222.994021859,All greenhouse gases - (CO2 equivalent),1.D.1.b - International Navigation
2009,Member States,IE,Ireland,t CO2 equivalent,306.584313624,All greenhouse gases - (CO2 equivalent),1.D.1.b - International Navigation
2010,Member States,IE,Ireland,t CO2 equivalent,434.456271658,All greenhouse gases - (CO2 equivalent),1.D.1.b - International Navigation
2011,Member States,IE,Ireland,t CO2 equivalent,337.214772180,All greenhouse gases - (CO2 equivalent),1.D.1.b - International Navigation
2012,Member States,IE,Ireland,t CO2 equivalent,401.061660614,All greenhouse gases - (CO2 equivalent),1.D.1.b - International Navigation
2013,Member States,IE,Ireland,t CO2 equivalent,447.034753541,All greenhouse gases - (CO2 equivalent),1.D.1.b - International Navigation
2014,Member States,IE,Ireland,t CO2 equivalent,422.225905011,All greenhouse gases - (CO2 equivalent),1.D.1.b - International Navigation
2015,Member States,IE,Ireland,t CO2 equivalent,496.202805146,All greenhouse gases - (CO2 equivalent),1.D.1.b - International Navigation
2016,Member States,IE,Ireland,t CO2 equivalent,496.170236807,All greenhouse gases - (CO2 equivalent),1.D.1.b - International Navigation
2017,Member States,IE,Ireland,t CO2 equivalent,484.448990093,All greenhouse gases - (CO2 equivalent),1.D.1.b - International Navigation
2018,Member States,IE,Ireland,t CO2 equivalent,537.069865547,All greenhouse gases - (CO2 equivalent),1.D.1.b - International Navigation
2019,Member States,IE,Ireland,t CO2 equivalent,441.888848042,All greenhouse gases - (CO2 equivalent),1.D.1.b - International Navigation
2020,Member States,IE,Ireland,t CO2 equivalent,481.463998037,All greenhouse gases - (CO2 equivalent),1.D.1.b - International Navigation
2021,Member States,IE,Ireland,t CO2 equivalent,533.167560954,All greenhouse gases - (CO2 equivalent),1.D.1.b - International Navigation
1990,Member States,HU,Hungary,t CO2 equivalent,,All greenhouse gases - (CO2 equivalent),1.D.1.b - International Navigation
1991,Member States,HU,Hungary,t CO2 equivalent,,All greenhouse gases - (CO2 equivalent),1.D.1.b - International Navigation
1992,Member States,HU,Hungary,t CO2 equivalent,,All greenhouse gases - (CO2 equivalent),1.D.1.b - International Navigation
1993,Member States,HU,Hungary,t CO2 equivalent,,All greenhouse gases - (CO2 equivalent),1.D.1.b - International Navigation
1994,Member States,HU,Hungary,t CO2 equivalent,,All greenhouse gases - (CO2 equivalent),1.D.1.b - International Navigation
1995,Member States,HU,Hungary,t CO2 equivalent,,All greenhouse gases - (CO2 equivalent),1.D.1.b - International Navigation
1996,Member States,HU,Hungary,t CO2 equivalent,,All greenhouse gases - (CO2 equivalent),1.D.1.b - International Navigation
1997,Member States,HU,Hungary,t CO2 equivalent,,All greenhouse gases - (CO2 equivalent),1.D.1.b - International Navigation
1998,Member States,HU,Hungary,t CO2 equivalent,,All greenhouse gases - (CO2 equivalent),1.D.1.b - International Navigation
1999,Member States,HU,Hungary,t CO2 equivalent,,All greenhouse gases - (CO2 equivalent),1.D.1.b - International Navigation
2000,Member States,HU,Hungary,t CO2 equivalent,,All greenhouse gases - (CO2 equivalent),1.D.1.b - International Navigation
2001,Member States,HU,Hungary,t CO2 equivalent,,All greenhouse gases - (CO2 equivalent),1.D.1.b - International Navigation
2002,Member States,HU,Hungary,t CO2 equivalent,,All greenhouse gases - (CO2 equivalent),1.D.1.b - International Navigation
2003,Member States,HU,Hungary,t CO2 equivalent,,All greenhouse gases - (CO2 equivalent),1.D.1.b - International Navigation
2004,Member States,HU,Hungary,t CO2 equivalent,,All greenhouse gases - (CO2 equivalent),1.D.1.b - International Navigation
2005,Member States,HU,Hungary,t CO2 equivalent,,All greenhouse gases - (CO2 equivalent),1.D.1.b - International Navigation
2006,Member States,HU,Hungary,t CO2 equivalent,,All greenhouse gases - (CO2 equivalent),1.D.1.b - International Navigation
2007,Member States,HU,Hungary,t CO2 equivalent,,All greenhouse gases - (CO2 equivalent),1.D.1.b - International Navigation
