Year of Date,Color EU,country code (Country GHG viewer),Name (extra),Unit,Measure calc,Gas,Sector Name
2013,Member States,SI,Slovenia,t CO2 equivalent,1709.193605615,All greenhouse gases - (CO2 equivalent),3 - Agriculture
2014,Member States,SI,Slovenia,t CO2 equivalent,1756.007270329,All greenhouse gases - (CO2 equivalent),3 - Agriculture
2015,Member States,SI,Slovenia,t CO2 equivalent,1799.502089434,All greenhouse gases - (CO2 equivalent),3 - Agriculture
2016,Member States,SI,Slovenia,t CO2 equivalent,1822.166366175,All greenhouse gases - (CO2 equivalent),3 - Agriculture
2017,Member States,SI,Slovenia,t CO2 equivalent,1787.842412683,All greenhouse gases - (CO2 equivalent),3 - Agriculture
2018,Member States,SI,Slovenia,t CO2 equivalent,1787.575306142,All greenhouse gases - (CO2 equivalent),3 - Agriculture
2019,Member States,SI,Slovenia,t CO2 equivalent,1807.850420766,All greenhouse gases - (CO2 equivalent),3 - Agriculture
2020,Member States,SI,Slovenia,t CO2 equivalent,1812.994330968,All greenhouse gases - (CO2 equivalent),3 - Agriculture
2021,Member States,SI,Slovenia,t CO2 equivalent,1813.470478323,All greenhouse gases - (CO2 equivalent),3 - Agriculture
1990,Member States,SE,Sweden,t CO2 equivalent,7646.313167835,All greenhouse gases - (CO2 equivalent),3 - Agriculture
1991,Member States,SE,Sweden,t CO2 equivalent,7324.832697009,All greenhouse gases - (CO2 equivalent),3 - Agriculture
1992,Member States,SE,Sweden,t CO2 equivalent,7285.522337405,All greenhouse gases - (CO2 equivalent),3 - Agriculture
1993,Member States,SE,Sweden,t CO2 equivalent,7605.774795645,All greenhouse gases - (CO2 equivalent),3 - Agriculture
1994,Member States,SE,Sweden,t CO2 equivalent,7741.815765084,All greenhouse gases - (CO2 equivalent),3 - Agriculture
1995,Member States,SE,Sweden,t CO2 equivalent,7551.736679835,All greenhouse gases - (CO2 equivalent),3 - Agriculture
1996,Member States,SE,Sweden,t CO2 equivalent,7624.430992278,All greenhouse gases - (CO2 equivalent),3 - Agriculture
1997,Member States,SE,Sweden,t CO2 equivalent,7662.134817069,All greenhouse gases - (CO2 equivalent),3 - Agriculture
1998,Member States,SE,Sweden,t CO2 equivalent,7549.374245752,All greenhouse gases - (CO2 equivalent),3 - Agriculture
1999,Member States,SE,Sweden,t CO2 equivalent,7342.815215143,All greenhouse gases - (CO2 equivalent),3 - Agriculture
2000,Member States,SE,Sweden,t CO2 equivalent,7319.958668417,All greenhouse gases - (CO2 equivalent),3 - Agriculture
2001,Member States,SE,Sweden,t CO2 equivalent,7263.395940872,All greenhouse gases - (CO2 equivalent),3 - Agriculture
2002,Member States,SE,Sweden,t CO2 equivalent,7166.864503774,All greenhouse gases - (CO2 equivalent),3 - Agriculture
