Year,Country code,Country,Tonnes CO2,Gas,Sector Name
2011,LU,Luxembourg,647.1362564,All greenhouse gases - (CO2 equivalent),3 - Agriculture
2012,LU,Luxembourg,635.8266662,All greenhouse gases - (CO2 equivalent),3 - Agriculture
2013,LU,Luxembourg,648.8220079,All greenhouse gases - (CO2 equivalent),3 - Agriculture
2014,LU,Luxembourg,662.8057767,All greenhouse gases - (CO2 equivalent),3 - Agriculture
2015,LU,Luxembourg,672.4864635,All greenhouse gases - (CO2 equivalent),3 - Agriculture
2016,LU,Luxembourg,694.0676441,All greenhouse gases - (CO2 equivalent),3 - Agriculture
2017,LU,Luxembourg,699.0707285,All greenhouse gases - (CO2 equivalent),3 - Agriculture
2018,LU,Luxembourg,701.2621996,All greenhouse gases - (CO2 equivalent),3 - Agriculture
2019,LU,Luxembourg,690.8654005,All greenhouse gases - (CO2 equivalent),3 - Agriculture
2020,LU,Luxembourg,702.9723216,All greenhouse gases - (CO2 equivalent),3 - Agriculture
2021,LU,Luxembourg,697.3461107,All greenhouse gases - (CO2 equivalent),3 - Agriculture
1990,LT,Lithuania,9000.563812,All greenhouse gases - (CO2 equivalent),3 - Agriculture
1991,LT,Lithuania,8855.015892,All greenhouse gases - (CO2 equivalent),3 - Agriculture
1992,LT,Lithuania,6873.593948,All greenhouse gases - (CO2 equivalent),3 - Agriculture
1993,LT,Lithuania,5516.812886,All greenhouse gases - (CO2 equivalent),3 - Agriculture
1994,LT,Lithuania,4865.483926,All greenhouse gases - (CO2 equivalent),3 - Agriculture
1995,LT,Lithuania,4501.712576,All greenhouse gases - (CO2 equivalent),3 - Agriculture
1996,LT,Lithuania,4640.076915,All greenhouse gases - (CO2 equivalent),3 - Agriculture
1997,LT,Lithuania,4670.303853,All greenhouse gases - (CO2 equivalent),3 - Agriculture
1998,LT,Lithuania,4506.368666,All greenhouse gases - (CO2 equivalent),3 - Agriculture
1999,LT,Lithuania,4217.148999,All greenhouse gases - (CO2 equivalent),3 - Agriculture
2000,LT,Lithuania,4011.656082,All greenhouse gases - (CO2 equivalent),3 - Agriculture
2001,LT,Lithuania,3842.218698,All greenhouse gases - (CO2 equivalent),3 - Agriculture
2002,LT,Lithuania,3983.550783,All greenhouse gases - (CO2 equivalent),3 - Agriculture
2003,LT,Lithuania,4069.975348,All greenhouse gases - (CO2 equivalent),3 - Agriculture
2004,LT,Lithuania,4118.335813,All greenhouse gases - (CO2 equivalent),3 - Agriculture
2005,LT,Lithuania,4129.744241,All greenhouse gases - (CO2 equivalent),3 - Agriculture
2006,LT,Lithuania,4135.586676,All greenhouse gases - (CO2 equivalent),3 - Agriculture
2007,LT,Lithuania,4274.523761,All greenhouse gases - (CO2 equivalent),3 - Agriculture
2008,LT,Lithuania,4170.407974,All greenhouse gases - (CO2 equivalent),3 - Agriculture
2009,LT,Lithuania,4232.520126,All greenhouse gases - (CO2 equivalent),3 - Agriculture
2010,LT,Lithuania,4191.197379,All greenhouse gases - (CO2 equivalent),3 - Agriculture
2011,LT,Lithuania,4225.780866,All greenhouse gases - (CO2 equivalent),3 - Agriculture
2012,LT,Lithuania,4287.368688,All greenhouse gases - (CO2 equivalent),3 - Agriculture
2013,LT,Lithuania,4254.528278,All greenhouse gases - (CO2 equivalent),3 - Agriculture
2014,LT,Lithuania,4459.439701,All greenhouse gases - (CO2 equivalent),3 - Agriculture
2015,LT,Lithuania,4537.636769,All greenhouse gases - (CO2 equivalent),3 - Agriculture
2016,LT,Lithuania,4444.559634,All greenhouse gases - (CO2 equivalent),3 - Agriculture
2017,LT,Lithuania,4400.009907,All greenhouse gases - (CO2 equivalent),3 - Agriculture
2018,LT,Lithuania,4265.550635,All greenhouse gases - (CO2 equivalent),3 - Agriculture
2019,LT,Lithuania,4286.968739,All greenhouse gases - (CO2 equivalent),3 - Agriculture
2020,LT,Lithuania,4507.747966,All greenhouse gases - (CO2 equivalent),3 - Agriculture
2021,LT,Lithuania,4327.717372,All greenhouse gases - (CO2 equivalent),3 - Agriculture
1990,IT,Italy,37675.99306,All greenhouse gases - (CO2 equivalent),3 - Agriculture
1991,IT,Italy,38567.95816,All greenhouse gases - (CO2 equivalent),3 - Agriculture
1992,IT,Italy,38030.21493,All greenhouse gases - (CO2 equivalent),3 - Agriculture
1993,IT,Italy,38384.88164,All greenhouse gases - (CO2 equivalent),3 - Agriculture
1994,IT,Italy,38137.5202,All greenhouse gases - (CO2 equivalent),3 - Agriculture
1995,IT,Italy,38076.39992,All greenhouse gases - (CO2 equivalent),3 - Agriculture
1996,IT,Italy,38047.87966,All greenhouse gases - (CO2 equivalent),3 - Agriculture
1997,IT,Italy,38514.77025,All greenhouse gases - (CO2 equivalent),3 - Agriculture
1998,IT,Italy,37923.63331,All greenhouse gases - (CO2 equivalent),3 - Agriculture
1999,IT,Italy,38370.91852,All greenhouse gases - (CO2 equivalent),3 - Agriculture
2000,IT,Italy,37184.86016,All greenhouse gases - (CO2 equivalent),3 - Agriculture
2001,IT,Italy,36859.86596,All greenhouse gases - (CO2 equivalent),3 - Agriculture
2002,IT,Italy,36165.84048,All greenhouse gases - (CO2 equivalent),3 - Agriculture
2003,IT,Italy,35958.97562,All greenhouse gases - (CO2 equivalent),3 - Agriculture
2004,IT,Italy,35226.10675,All greenhouse gases - (CO2 equivalent),3 - Agriculture
2005,IT,Italy,34628.61,All greenhouse gases - (CO2 equivalent),3 - Agriculture
2006,IT,Italy,34121.38642,All greenhouse gases - (CO2 equivalent),3 - Agriculture
2007,IT,Italy,34760.49402,All greenhouse gases - (CO2 equivalent),3 - Agriculture
2008,IT,Italy,33694.36861,All greenhouse gases - (CO2 equivalent),3 - Agriculture
2009,IT,Italy,33128.23748,All greenhouse gases - (CO2 equivalent),3 - Agriculture
2010,IT,Italy,32224.5286,All greenhouse gases - (CO2 equivalent),3 - Agriculture
2011,IT,Italy,32780.82827,All greenhouse gases - (CO2 equivalent),3 - Agriculture
2012,IT,Italy,33199.96339,All greenhouse gases - (CO2 equivalent),3 - Agriculture
2013,IT,Italy,32427.1156,All greenhouse gases - (CO2 equivalent),3 - Agriculture
2014,IT,Italy,32144.1741,All greenhouse gases - (CO2 equivalent),3 - Agriculture
2015,IT,Italy,32101.66672,All greenhouse gases - (CO2 equivalent),3 - Agriculture
2016,IT,Italy,33011.80208,All greenhouse gases - (CO2 equivalent),3 - Agriculture
2017,IT,Italy,32580.80894,All greenhouse gases - (CO2 equivalent),3 - Agriculture
2018,IT,Italy,32306.49447,All greenhouse gases - (CO2 equivalent),3 - Agriculture
2019,IT,Italy,32190.29043,All greenhouse gases - (CO2 equivalent),3 - Agriculture
2020,IT,Italy,33426.50788,All greenhouse gases - (CO2 equivalent),3 - Agriculture
2021,IT,Italy,32717.21545,All greenhouse gases - (CO2 equivalent),3 - Agriculture
1990,IE,Ireland,19668.60635,All greenhouse gases - (CO2 equivalent),3 - Agriculture
1991,IE,Ireland,19914.53005,All greenhouse gases - (CO2 equivalent),3 - Agriculture
1992,IE,Ireland,20070.94611,All greenhouse gases - (CO2 equivalent),3 - Agriculture
1993,IE,Ireland,20437.53804,All greenhouse gases - (CO2 equivalent),3 - Agriculture
1994,IE,Ireland,20556.23233,All greenhouse gases - (CO2 equivalent),3 - Agriculture
1995,IE,Ireland,21112.76911,All greenhouse gases - (CO2 equivalent),3 - Agriculture
1996,IE,Ireland,21626.98025,All greenhouse gases - (CO2 equivalent),3 - Agriculture
1997,IE,Ireland,21836.17061,All greenhouse gases - (CO2 equivalent),3 - Agriculture
1998,IE,Ireland,22393.61141,All greenhouse gases - (CO2 equivalent),3 - Agriculture
1999,IE,Ireland,22078.4095,All greenhouse gases - (CO2 equivalent),3 - Agriculture
2000,IE,Ireland,21182.75082,All greenhouse gases - (CO2 equivalent),3 - Agriculture
2001,IE,Ireland,20977.06139,All greenhouse gases - (CO2 equivalent),3 - Agriculture
2002,IE,Ireland,20731.38817,All greenhouse gases - (CO2 equivalent),3 - Agriculture
2003,IE,Ireland,21032.15214,All greenhouse gases - (CO2 equivalent),3 - Agriculture
2004,IE,Ireland,20655.58481,All greenhouse gases - (CO2 equivalent),3 - Agriculture
2005,IE,Ireland,20487.52214,All greenhouse gases - (CO2 equivalent),3 - Agriculture
2006,IE,Ireland,20494.82815,All greenhouse gases - (CO2 equivalent),3 - Agriculture
2007,IE,Ireland,19885.84739,All greenhouse gases - (CO2 equivalent),3 - Agriculture
2008,IE,Ireland,19653.80979,All greenhouse gases - (CO2 equivalent),3 - Agriculture
2009,IE,Ireland,19358.80842,All greenhouse gases - (CO2 equivalent),3 - Agriculture
2010,IE,Ireland,19427.95093,All greenhouse gases - (CO2 equivalent),3 - Agriculture
2011,IE,Ireland,18821.03367,All greenhouse gases - (CO2 equivalent),3 - Agriculture
2012,IE,Ireland,19706.41677,All greenhouse gases - (CO2 equivalent),3 - Agriculture
2013,IE,Ireland,20504.13875,All greenhouse gases - (CO2 equivalent),3 - Agriculture
2014,IE,Ireland,20056.2415,All greenhouse gases - (CO2 equivalent),3 - Agriculture
2015,IE,Ireland,20620.34282,All greenhouse gases - (CO2 equivalent),3 - Agriculture
2016,IE,Ireland,21161.48788,All greenhouse gases - (CO2 equivalent),3 - Agriculture
2017,IE,Ireland,21897.67204,All greenhouse gases - (CO2 equivalent),3 - Agriculture
2018,IE,Ireland,22719.20592,All greenhouse gases - (CO2 equivalent),3 - Agriculture
2019,IE,Ireland,21789.7805,All greenhouse gases - (CO2 equivalent),3 - Agriculture
2020,IE,Ireland,22133.28234,All greenhouse gases - (CO2 equivalent),3 - Agriculture
2021,IE,Ireland,22953.52731,All greenhouse gases - (CO2 equivalent),3 - Agriculture
1990,HU,Hungary,10090.84605,All greenhouse gases - (CO2 equivalent),3 - Agriculture
1991,HU,Hungary,8646.397307,All greenhouse gases - (CO2 equivalent),3 - Agriculture
1992,HU,Hungary,7401.680406,All greenhouse gases - (CO2 equivalent),3 - Agriculture
1993,HU,Hungary,6504.588512,All greenhouse gases - (CO2 equivalent),3 - Agriculture
1994,HU,Hungary,6315.629192,All greenhouse gases - (CO2 equivalent),3 - Agriculture
1995,HU,Hungary,6041.975717,All greenhouse gases - (CO2 equivalent),3 - Agriculture
1996,HU,Hungary,6059.157846,All greenhouse gases - (CO2 equivalent),3 - Agriculture
1997,HU,Hungary,6017.568649,All greenhouse gases - (CO2 equivalent),3 - Agriculture
1998,HU,Hungary,6193.716814,All greenhouse gases - (CO2 equivalent),3 - Agriculture
1999,HU,Hungary,6266.061729,All greenhouse gases - (CO2 equivalent),3 - Agriculture
2000,HU,Hungary,6149.079986,All greenhouse gases - (CO2 equivalent),3 - Agriculture
2001,HU,Hungary,6298.353755,All greenhouse gases - (CO2 equivalent),3 - Agriculture
2002,HU,Hungary,6326.967799,All greenhouse gases - (CO2 equivalent),3 - Agriculture
2003,HU,Hungary,6171.524376,All greenhouse gases - (CO2 equivalent),3 - Agriculture
2004,HU,Hungary,6386.596051,All greenhouse gases - (CO2 equivalent),3 - Agriculture
2005,HU,Hungary,6081.853194,All greenhouse gases - (CO2 equivalent),3 - Agriculture
2006,HU,Hungary,6027.312449,All greenhouse gases - (CO2 equivalent),3 - Agriculture
2007,HU,Hungary,6007.505713,All greenhouse gases - (CO2 equivalent),3 - Agriculture
2008,HU,Hungary,6014.843458,All greenhouse gases - (CO2 equivalent),3 - Agriculture
2009,HU,Hungary,5675.03595,All greenhouse gases - (CO2 equivalent),3 - Agriculture
2010,HU,Hungary,5604.194881,All greenhouse gases - (CO2 equivalent),3 - Agriculture
2011,HU,Hungary,5788.93565,All greenhouse gases - (CO2 equivalent),3 - Agriculture
2012,HU,Hungary,5840.887085,All greenhouse gases - (CO2 equivalent),3 - Agriculture
2013,HU,Hungary,6206.228049,All greenhouse gases - (CO2 equivalent),3 - Agriculture
2014,HU,Hungary,6441.54456,All greenhouse gases - (CO2 equivalent),3 - Agriculture
2015,HU,Hungary,6654.021684,All greenhouse gases - (CO2 equivalent),3 - Agriculture
2016,HU,Hungary,6945.940211,All greenhouse gases - (CO2 equivalent),3 - Agriculture
2017,HU,Hungary,6949.641714,All greenhouse gases - (CO2 equivalent),3 - Agriculture
2018,HU,Hungary,7000.338172,All greenhouse gases - (CO2 equivalent),3 - Agriculture
2019,HU,Hungary,6989.329751,All greenhouse gases - (CO2 equivalent),3 - Agriculture
2020,HU,Hungary,7169.753251,All greenhouse gases - (CO2 equivalent),3 - Agriculture
2021,HU,Hungary,7201.976493,All greenhouse gases - (CO2 equivalent),3 - Agriculture
1990,HR,Croatia,4424.337648,All greenhouse gases - (CO2 equivalent),3 - Agriculture
1991,HR,Croatia,4286.558165,All greenhouse gases - (CO2 equivalent),3 - Agriculture
1992,HR,Croatia,3586.741615,All greenhouse gases - (CO2 equivalent),3 - Agriculture
1993,HR,Croatia,3413.67501,All greenhouse gases - (CO2 equivalent),3 - Agriculture
1994,HR,Croatia,3253.156369,All greenhouse gases - (CO2 equivalent),3 - Agriculture
1995,HR,Croatia,3132.044934,All greenhouse gases - (CO2 equivalent),3 - Agriculture
1996,HR,Croatia,3049.285099,All greenhouse gases - (CO2 equivalent),3 - Agriculture
1997,HR,Croatia,3188.851314,All greenhouse gases - (CO2 equivalent),3 - Agriculture
1998,HR,Croatia,2984.410722,All greenhouse gases - (CO2 equivalent),3 - Agriculture
1999,HR,Croatia,3111.826817,All greenhouse gases - (CO2 equivalent),3 - Agriculture
2000,HR,Croatia,3093.197449,All greenhouse gases - (CO2 equivalent),3 - Agriculture
2001,HR,Croatia,3226.736413,All greenhouse gases - (CO2 equivalent),3 - Agriculture
2002,HR,Croatia,3172.417263,All greenhouse gases - (CO2 equivalent),3 - Agriculture
2003,HR,Croatia,3190.913679,All greenhouse gases - (CO2 equivalent),3 - Agriculture
2004,HR,Croatia,3344.678865,All greenhouse gases - (CO2 equivalent),3 - Agriculture
2005,HR,Croatia,3361.825565,All greenhouse gases - (CO2 equivalent),3 - Agriculture
2006,HR,Croatia,3435.774956,All greenhouse gases - (CO2 equivalent),3 - Agriculture
2007,HR,Croatia,3348.682542,All greenhouse gases - (CO2 equivalent),3 - Agriculture
2008,HR,Croatia,3515.964931,All greenhouse gases - (CO2 equivalent),3 - Agriculture
2009,HR,Croatia,3067.38831,All greenhouse gases - (CO2 equivalent),3 - Agriculture
2010,HR,Croatia,3135.043619,All greenhouse gases - (CO2 equivalent),3 - Agriculture
2011,HR,Croatia,3176.966535,All greenhouse gases - (CO2 equivalent),3 - Agriculture
2012,HR,Croatia,3061.412764,All greenhouse gases - (CO2 equivalent),3 - Agriculture
2013,HR,Croatia,2800.883668,All greenhouse gases - (CO2 equivalent),3 - Agriculture
2014,HR,Croatia,2736.178814,All greenhouse gases - (CO2 equivalent),3 - Agriculture
2015,HR,Croatia,2787.200398,All greenhouse gases - (CO2 equivalent),3 - Agriculture
2016,HR,Croatia,2745.034036,All greenhouse gases - (CO2 equivalent),3 - Agriculture
2017,HR,Croatia,2843.994458,All greenhouse gases - (CO2 equivalent),3 - Agriculture
2018,HR,Croatia,2730.735303,All greenhouse gases - (CO2 equivalent),3 - Agriculture
2019,HR,Croatia,2721.235466,All greenhouse gases - (CO2 equivalent),3 - Agriculture
2020,HR,Croatia,2700.716247,All greenhouse gases - (CO2 equivalent),3 - Agriculture
2021,HR,Croatia,2700.938479,All greenhouse gases - (CO2 equivalent),3 - Agriculture
1990,GR,Greece,10534.68176,All greenhouse gases - (CO2 equivalent),3 - Agriculture
1991,GR,Greece,10548.85215,All greenhouse gases - (CO2 equivalent),3 - Agriculture
1992,GR,Greece,10271.49093,All greenhouse gases - (CO2 equivalent),3 - Agriculture
1993,GR,Greece,9791.128123,All greenhouse gases - (CO2 equivalent),3 - Agriculture
1994,GR,Greece,9524.154134,All greenhouse gases - (CO2 equivalent),3 - Agriculture
1995,GR,Greece,9887.56017,All greenhouse gases - (CO2 equivalent),3 - Agriculture
1996,GR,Greece,9938.033286,All greenhouse gases - (CO2 equivalent),3 - Agriculture
1997,GR,Greece,9865.486134,All greenhouse gases - (CO2 equivalent),3 - Agriculture
1998,GR,Greece,9822.213851,All greenhouse gases - (CO2 equivalent),3 - Agriculture
1999,GR,Greece,9734.565475,All greenhouse gases - (CO2 equivalent),3 - Agriculture
2000,GR,Greece,9563.75973,All greenhouse gases - (CO2 equivalent),3 - Agriculture
2001,GR,Greece,9536.740877,All greenhouse gases - (CO2 equivalent),3 - Agriculture
2002,GR,Greece,9537.181006,All greenhouse gases - (CO2 equivalent),3 - Agriculture
2003,GR,Greece,9512.851158,All greenhouse gases - (CO2 equivalent),3 - Agriculture
2004,GR,Greece,9541.089091,All greenhouse gases - (CO2 equivalent),3 - Agriculture
2005,GR,Greece,9337.316759,All greenhouse gases - (CO2 equivalent),3 - Agriculture
2006,GR,Greece,9244.695232,All greenhouse gases - (CO2 equivalent),3 - Agriculture
2007,GR,Greece,9368.954513,All greenhouse gases - (CO2 equivalent),3 - Agriculture
2008,GR,Greece,9092.010149,All greenhouse gases - (CO2 equivalent),3 - Agriculture
2009,GR,Greece,8881.728485,All greenhouse gases - (CO2 equivalent),3 - Agriculture
2010,GR,Greece,9198.694864,All greenhouse gases - (CO2 equivalent),3 - Agriculture
2011,GR,Greece,8965.319838,All greenhouse gases - (CO2 equivalent),3 - Agriculture
2012,GR,Greece,8839.477553,All greenhouse gases - (CO2 equivalent),3 - Agriculture
2013,GR,Greece,8754.651202,All greenhouse gases - (CO2 equivalent),3 - Agriculture
2014,GR,Greece,8347.140033,All greenhouse gases - (CO2 equivalent),3 - Agriculture
2015,GR,Greece,8165.961405,All greenhouse gases - (CO2 equivalent),3 - Agriculture
2016,GR,Greece,8157.389772,All greenhouse gases - (CO2 equivalent),3 - Agriculture
2017,GR,Greece,8189.344192,All greenhouse gases - (CO2 equivalent),3 - Agriculture
2018,GR,Greece,8121.03862,All greenhouse gases - (CO2 equivalent),3 - Agriculture
2019,GR,Greece,8100.529375,All greenhouse gases - (CO2 equivalent),3 - Agriculture
2020,GR,Greece,8153.850309,All greenhouse gases - (CO2 equivalent),3 - Agriculture
2021,GR,Greece,8045.9879,All greenhouse gases - (CO2 equivalent),3 - Agriculture
1990,FR,France,77713.5053,All greenhouse gases - (CO2 equivalent),3 - Agriculture
1991,FR,France,76812.14695,All greenhouse gases - (CO2 equivalent),3 - Agriculture
1992,FR,France,76185.53615,All greenhouse gases - (CO2 equivalent),3 - Agriculture
1993,FR,France,74933.55126,All greenhouse gases - (CO2 equivalent),3 - Agriculture
1994,FR,France,74221.9639,All greenhouse gases - (CO2 equivalent),3 - Agriculture
1995,FR,France,74802.35519,All greenhouse gases - (CO2 equivalent),3 - Agriculture
1996,FR,France,75386.49981,All greenhouse gases - (CO2 equivalent),3 - Agriculture
1997,FR,France,75511.34396,All greenhouse gases - (CO2 equivalent),3 - Agriculture
1998,FR,France,75493.86084,All greenhouse gases - (CO2 equivalent),3 - Agriculture
1999,FR,France,75849.91874,All greenhouse gases - (CO2 equivalent),3 - Agriculture
2000,FR,France,78078.17323,All greenhouse gases - (CO2 equivalent),3 - Agriculture
2001,FR,France,77722.83844,All greenhouse gases - (CO2 equivalent),3 - Agriculture
2002,FR,France,76324.35779,All greenhouse gases - (CO2 equivalent),3 - Agriculture
2003,FR,France,73295.35572,All greenhouse gases - (CO2 equivalent),3 - Agriculture
2004,FR,France,73816.56421,All greenhouse gases - (CO2 equivalent),3 - Agriculture
2005,FR,France,73349.74056,All greenhouse gases - (CO2 equivalent),3 - Agriculture
2006,FR,France,72832.74757,All greenhouse gases - (CO2 equivalent),3 - Agriculture
